,end_of_date,cert_of_indebt,gov_notes_coins_circulation,aggr_balance_bf_disc_win,aggr_balance_af_disc_win,outstanding_efbn,ow_lb_bf_disc_win,ow_lb_af_disc_win,mb_bf_disc_win_total
4194,2008-11-28,170565,8222,84299,84299,154606,103547,103547,417692
4195,2008-11-27,169445,8222,84277,84277,154837,103413,103413,416781
4196,2008-11-26,168875,8223,84266,84266,154928,103456,103456,416292
4197,2008-11-25,169055,8224,84281,84281,154769,103376,103376,416329
4198,2008-11-24,169595,8225,84272,84272,155016,103453,103453,417108
4199,2008-11-21,169155,8223,66020,66020,155315,103337,103337,398713
4200,2008-11-20,168985,8227,53077,53077,155151,103918,103918,385440
4201,2008-11-19,168905,8227,51917,51917,155008,103816,103816,384057
4202,2008-11-18,169305,8228,51997,51997,154826,104109,104109,384356
4203,2008-11-17,170155,8227,48897,48897,154712,104283,104283,381991
4204,2008-11-14,170025,8226,48838,48838,154623,103470,103470,381712
4205,2008-11-13,170215,8225,48820,48820,154484,103328,103328,381744
4206,2008-11-12,170005,8222,43008,43008,154430,103092,103092,375665
4207,2008-11-11,170395,8223,37815,37815,154349,102581,102581,370782
4208,2008-11-10,171045,8223,37816,37816,154197,102620,102620,371281
4209,2008-11-07,171355,8223,37815,37815,154190,101726,101726,371583
4210,2008-11-06,171135,8222,33940,33940,154084,101818,101818,367381
4211,2008-11-05,171155,8220,33126,33126,154150,101962,101962,366651
4212,2008-11-04,171945,8220,34270,34270,151980,99470,99470,366415
4213,2008-11-03,172975,8221,31457,31457,151779,99384,99384,364432
4214,2008-10-31,171865,8221,31457,31457,151802,99331,99331,363345
4215,2008-10-30,171925,8221,31457,31457,151831,99451,99451,363434
4216,2008-10-29,171235,8222,31457,31457,151689,98530,98530,362603
4217,2008-10-28,171205,8222,17958,17958,149510,96813,96813,346895
4218,2008-10-27,171765,8218,17958,17963,149463,96222,96216,347404
4219,2008-10-24,169595,8220,14081,14081,149559,96305,96305,341455
4220,2008-10-23,169685,8220,14081,14081,149467,96452,96452,341453
4221,2008-10-22,169765,8222,14081,14081,149445,96432,96432,341513
4222,2008-10-21,170015,8223,10086,10086,148930,97747,97747,337254
4223,2008-10-20,170995,8221,10086,10106,148811,97519,97499,338113
4224,2008-10-17,171375,8220,10086,10086,148675,97650,97650,338356
4225,2008-10-16,171465,8221,10086,10436,148704,97573,97222,338476
4226,2008-10-15,171715,8218,10086,10086,148752,97685,97685,338771
4227,2008-10-14,172425,8217,10075,12521,148928,97698,95151,339645
4228,2008-10-13,173235,8215,10075,10291,149105,97596,97380,340630
4229,2008-10-10,173735,8215,10075,12198,149217,97618,95455,341242
4230,2008-10-09,174025,8212,10075,10165,149072,97229,97140,341384
4231,2008-10-08,174725,8211,10075,10104,149400,97405,97374,342411
4232,2008-10-06,177235,8212,10036,10036,148939,97381,97381,344422
4233,2008-10-03,178015,8211,10036,10036,148635,97262,97262,344897
4234,2008-10-02,179115,8212,10036,10356,148531,95578,95252,345894
4235,2008-09-30,180695,8213,10125,10125,148702,97558,97558,347735
4236,2008-09-29,179065,8214,10125,10131,147999,96907,96902,345403
4237,2008-09-26,177475,8215,6213,6213,147922,97090,97090,339825
4238,2008-09-25,176775,8213,6213,6213,147681,96948,96948,338882
4239,2008-09-24,167835,8211,6224,6224,147673,96031,96031,329943
4240,2008-09-23,166425,8212,6400,6408,147604,96732,96724,328641
4241,2008-09-22,166485,8210,6400,6400,147695,95627,95627,328790
4242,2008-09-19,166685,8209,4728,4728,148091,96779,96779,327713
4243,2008-09-18,166805,8212,4712,4712,148394,96643,96643,328123
4244,2008-09-17,167115,8213,4692,4692,148261,96498,96498,328281
4245,2008-09-16,168145,8211,4651,4661,148773,96625,96615,329780
4246,2008-09-12,167965,8205,4651,4651,147922,96337,96337,328743
4247,2008-09-11,167075,8204,4651,4651,147886,96387,96387,327816
4248,2008-09-10,166575,8201,4651,4651,147831,95609,95609,327258
4249,2008-09-09,166985,8198,4627,4632,147817,95588,95582,327627
4250,2008-09-08,167645,8196,4627,4627,147531,96335,96335,327999
4251,2008-09-05,167165,8194,4629,4629,147721,96453,96453,327709
4252,2008-09-04,166835,8187,4637,4637,147506,96576,96576,327165
4253,2008-09-03,166395,8186,4640,4640,147454,96662,96662,326675
4254,2008-09-02,166585,8186,4692,4692,147395,96949,96949,326858
4255,2008-09-01,166745,8180,4699,6222,147459,96943,95418,327083
4256,2008-08-29,165515,8179,4699,4699,147433,96929,96929,325826
4257,2008-08-28,164505,8182,4685,4685,147403,97099,97099,324775
4258,2008-08-27,164065,8183,4672,4672,147361,97137,97137,324281
4259,2008-08-26,164325,8185,4759,4759,147294,96387,96387,324563
4260,2008-08-25,164875,8184,4747,4747,147189,96313,96313,324995
4261,2008-08-22,164655,8180,4690,4715,147395,96354,96329,324920
4262,2008-08-21,164655,8180,4690,4690,147411,96348,96348,324936
4263,2008-08-20,163715,8180,4690,4690,147270,96927,96927,323855
4264,2008-08-19,164425,8182,4738,4738,147196,96635,96635,324541
4265,2008-08-18,165375,8181,4738,4738,147132,96643,96643,325426
4266,2008-08-15,165565,8178,4738,4738,147056,95336,95336,325537
4267,2008-08-14,165365,8179,4712,4712,147117,95427,95427,325373
4268,2008-08-13,165055,8178,4665,4665,147018,96258,96258,324916
4269,2008-08-12,165855,8180,4648,4648,146874,95561,95561,325557
4270,2008-08-11,166755,8176,4648,4648,146947,95236,95236,326526
4271,2008-08-08,166995,8181,4648,4648,146831,96462,96462,326655
4272,2008-08-07,166845,8180,4648,5768,146718,96613,95493,326391
4273,2008-08-06,166435,8177,4655,4661,146607,97528,97521,325874
4274,2008-08-05,166435,8177,4655,4655,146609,96447,96447,325876
4275,2008-08-04,167065,8180,4655,4655,146579,96815,96815,326479
4276,2008-08-01,166105,8178,4655,4655,146528,97674,97674,325466
4277,2008-07-31,165245,8177,4655,4655,146364,97629,97629,324441
4278,2008-07-30,164625,8184,4655,4655,146236,97650,97650,323700
4279,2008-07-29,164425,8184,4695,4695,146247,97595,97595,323551
4280,2008-07-28,164365,8189,4695,4695,146117,97603,97603,323366
4281,2008-07-25,163965,8189,4665,4665,146271,97347,97347,323090
4282,2008-07-24,163815,8190,4665,4665,146111,97494,97494,322781
4283,2008-07-23,163425,8189,4665,4665,146043,97899,97899,322322
4284,2008-07-22,163905,8187,4652,4672,146268,98309,98289,323012
4285,2008-07-21,164155,8188,4652,4991,146235,98221,97881,323230
4286,2008-07-18,164355,8185,4652,4662,146467,98280,98269,323659
4287,2008-07-17,163955,8190,4652,4652,146511,98321,98321,323308
4288,2008-07-16,163875,8187,4652,4652,146575,98215,98215,323289
4289,2008-07-15,164265,8188,4645,4645,146310,97628,97628,323408
4290,2008-07-14,165055,8192,4645,4645,146119,95769,95769,324011
4291,2008-07-11,165195,8193,4645,4645,146287,95726,95726,324320
4292,2008-07-10,164905,8193,4645,4645,146414,96161,96161,324157
4293,2008-07-09,164885,8192,4645,4645,146207,96156,96156,323929
4294,2008-07-08,165365,8195,4655,4655,146191,96196,96196,324406
4295,2008-07-07,166155,8196,4655,4655,146078,96415,96415,325084
4296,2008-07-04,166405,8196,4655,4655,145995,96303,96303,325251
4297,2008-07-03,166315,8198,4655,4655,145961,98398,98398,325129
4298,2008-07-02,166445,8191,4655,4655,146023,98453,98453,325314
4299,2008-06-30,167325,8190,4701,5388,146119,98430,97739,326335
4300,2008-06-27,164535,8192,4701,4701,145998,98394,98394,323426
4301,2008-06-26,163745,8196,4681,4681,145736,98894,98894,322358
4302,2008-06-25,164005,8195,4681,5023,145543,100112,99769,322424
4303,2008-06-24,163275,8195,4887,4887,145265,99996,99996,321622
4304,2008-06-23,163935,8197,4887,4887,145379,99029,99029,322398
4305,2008-06-20,163925,8196,4826,4826,145292,99056,99056,322239
4306,2008-06-19,163675,8199,4792,4792,145362,99231,99231,322028
4307,2008-06-18,163345,8202,4706,4706,145292,99646,99646,321545
4308,2008-06-17,163905,8206,4808,4808,145179,99430,99430,322098
4309,2008-06-16,164285,8200,4795,5157,145015,99263,98899,322295
4310,2008-06-13,164745,8201,4776,4776,144986,97673,97673,322708
4311,2008-06-12,164805,8202,4746,4746,145542,97837,97837,323295
4312,2008-06-11,165455,8205,4723,4743,145681,98447,98427,324064
4313,2008-06-10,166375,8203,4803,4803,145685,99200,99200,325066
4314,2008-06-06,166035,8200,4722,4722,146309,99359,99359,325266
4315,2008-06-05,165215,8204,4689,4689,146510,99457,99457,324618
4316,2008-06-04,164855,8206,4658,4658,146713,99622,99622,324432
4317,2008-06-03,165055,8209,4729,4816,146699,99618,99531,324692
4318,2008-06-02,165665,8211,4729,4729,146543,99803,99803,325148
4319,2008-05-30,164765,8210,4712,4712,146486,99061,99061,324173
4320,2008-05-29,163875,8214,4700,4700,146444,99276,99276,323233
4321,2008-05-28,163265,8220,4700,4700,146706,99342,99342,322891
4322,2008-05-27,163145,8221,4746,4746,146726,99249,99249,322838
4323,2008-05-26,163535,8221,4732,4732,146916,99361,99361,323404
4324,2008-05-23,163515,8215,4673,4673,146937,99730,99730,323340
4325,2008-05-22,163105,8218,4673,4673,147141,99749,99749,323137
4326,2008-05-21,162955,8223,4661,4661,147231,99939,99939,323070
4327,2008-05-20,163245,8225,4738,4738,147065,100611,100611,323273
4328,2008-05-19,164075,8231,4740,4746,147003,100603,100598,324049
4329,2008-05-16,164395,8227,4717,4717,146971,101096,101096,324310
4330,2008-05-15,164485,8231,4717,4717,146809,101176,101176,324242
4331,2008-05-14,164855,8234,4664,4664,146823,101745,101745,324576
4332,2008-05-13,166195,8236,4651,4651,147195,102002,102002,326277
4333,2008-05-09,166215,8236,4651,4651,147329,99945,99945,326431
4334,2008-05-08,165385,8240,4651,4651,147180,99929,99929,325456
4335,2008-05-07,165215,8244,4651,4651,147135,100592,100592,325245
4336,2008-05-06,165795,8248,4659,4659,147146,100681,100681,325848
4337,2008-05-05,166575,8244,4659,4660,147118,100954,100953,326596
4338,2008-05-02,166475,8245,4659,4674,147210,103489,103475,326589
4339,2008-04-30,166495,8249,4659,4659,147185,103461,103461,326588
4340,2008-04-29,164395,8252,4673,4673,147143,102957,102957,324463
4341,2008-04-28,163835,8256,4673,4673,146954,102878,102878,323718
4342,2008-04-25,162895,8256,4649,4649,146901,102916,102916,322701
4343,2008-04-24,162765,8259,4649,4649,147334,103033,103033,323007
4344,2008-04-23,162895,8268,4649,4649,147351,103596,103596,323163
4345,2008-04-22,163485,8273,4648,4648,147448,103114,103114,323854
4346,2008-04-21,164045,8276,4648,4648,147440,103172,103172,324409
4347,2008-04-18,164275,8281,4648,4648,147415,103190,103190,324619
4348,2008-04-17,164325,8287,4648,4648,147466,103234,103234,324726
4349,2008-04-16,164335,8290,4648,4648,147628,103423,103423,324901
4350,2008-04-15,165075,8297,4655,4655,147759,103408,103408,325786
4351,2008-04-14,165735,8299,4655,4655,147887,103715,103715,326576
4352,2008-04-11,166315,8301,4649,4682,147753,103635,103602,327018
4353,2008-04-10,166515,8308,4649,4654,147875,103530,103524,327347
4354,2008-04-09,166945,8314,4649,4649,147703,103445,103445,327611
4355,2008-04-08,167835,8321,4654,4654,147568,103498,103498,328378
4356,2008-04-07,169025,8325,4654,5572,147515,103572,102651,329519
4357,2008-04-03,170715,8331,4654,4654,147463,104046,104046,331163
4358,2008-04-02,169185,8335,4654,4654,147604,104114,104114,329778
4359,2008-04-01,168565,8341,4755,4755,147638,104099,104099,329299
4360,2008-03-31,168495,8349,4755,4755,147602,104062,104062,329201
4361,2008-03-28,167795,8355,4755,4755,147526,102967,102967,328431
4362,2008-03-27,167475,8366,4755,4755,147712,101994,101994,328308
4363,2008-03-26,167765,8371,4727,4727,147786,101929,101929,328649
4364,2008-03-25,169765,8378,4723,4723,147821,101701,101701,330687
4365,2008-03-20,172685,8383,4639,4639,148239,101747,101747,333946
4366,2008-03-19,168895,8392,4554,4554,148108,101418,101418,329949
4367,2008-03-18,168115,8399,4590,5275,148311,101172,100483,329415
4368,2008-03-17,168135,8407,4571,4881,148313,101353,101043,329426
4369,2008-03-14,168085,8419,4648,4648,147772,100976,100976,328924
4370,2008-03-13,168285,8427,4648,4673,147805,100624,100598,329165
4371,2008-03-12,168415,8439,4648,4648,147630,100738,100738,329132
4372,2008-03-11,169315,8452,4656,4656,147708,100811,100811,330131
4373,2008-03-10,170305,8455,4656,4656,147634,100848,100848,331050
4374,2008-03-07,170605,8469,4656,4656,147528,100868,100868,331258
4375,2008-03-06,170725,8480,4656,4656,147296,101213,101213,331157
4376,2008-03-05,170645,8494,4656,4656,147357,101123,101123,331152
4377,2008-03-04,171215,8508,4702,4702,147312,101070,101070,331737
4378,2008-03-03,171615,8524,4703,4703,147432,100817,100817,332274
4379,2008-02-29,171365,8547,4706,4808,147129,100674,100571,331747
4380,2008-02-28,170885,8560,4692,4692,146888,100317,100317,331025
4381,2008-02-27,170685,8572,4679,4679,146673,101089,101089,330609
4382,2008-02-26,170925,8592,4759,4759,146327,99715,99715,330603
4383,2008-02-25,171805,8611,4747,4747,146349,99775,99775,331512
4384,2008-02-22,172655,8635,4716,4716,146517,100662,100662,332523
4385,2008-02-21,173395,8655,4690,4690,146353,100845,100845,333093
4386,2008-02-20,174005,8668,4690,4690,146495,100876,100876,333858
4387,2008-02-19,175115,8684,4754,4754,146704,100005,100005,335257
4388,2008-02-18,176695,8697,4754,4754,146790,100113,100113,336936
4389,2008-02-15,178435,8718,4754,4853,146775,100169,100069,338682
4390,2008-02-14,179305,8740,4728,4728,146938,100240,100240,339711
4391,2008-02-13,180125,8757,4677,4677,146981,100208,100208,340540
4392,2008-02-12,181955,8776,4664,4664,146953,101074,101074,342348
4393,2008-02-11,184255,8816,4664,4664,147122,100564,100564,344857
4394,2008-02-06,188425,8832,4664,4664,147147,100567,100567,349068
4395,2008-02-05,185295,8866,4655,4655,146946,100275,100275,345762
4396,2008-02-04,183765,8894,4655,4655,146962,100913,100913,344276
4397,2008-02-01,180735,8892,4655,4706,146954,101852,101802,341236
4398,2008-01-31,178425,8873,4655,4655,146867,101954,101954,338820
4399,2008-01-30,176005,8823,4655,4655,146770,101967,101967,336253
4400,2008-01-29,173625,8774,4677,4677,146862,101693,101693,333938
4401,2008-01-28,171775,8657,4677,4677,147047,102333,102333,332156
4402,2008-01-25,169485,8560,4647,4647,146911,102782,102782,329603
4403,2008-01-24,167855,8472,4647,4647,147026,103600,103600,328000
4404,2008-01-23,166535,8424,4647,4647,146765,102705,102705,326371
4405,2008-01-22,166065,8345,4690,4690,146441,102238,102238,325541
4406,2008-01-21,165465,8309,4690,4690,146243,102331,102331,324707
4407,2008-01-18,164155,8262,4659,4659,146513,101830,101830,323589
4408,2008-01-17,162935,8217,4659,4659,146297,101584,101584,322108
4409,2008-01-16,161675,8179,4659,4993,146332,102597,102261,320845
4410,2008-01-15,161235,8108,4689,4689,146125,102402,102402,320157
4411,2008-01-14,161635,8011,4689,4689,146057,102589,102589,320392
4412,2008-01-11,161875,7970,10655,10655,139630,96510,96510,320130
4413,2008-01-10,161605,7939,10655,10678,139154,96414,96391,319353
4414,2008-01-09,161295,7897,10655,10660,139100,96691,96686,318947
4415,2008-01-08,161725,7869,10642,10642,138899,95570,95570,319135
4416,2008-01-07,162295,7844,10642,10871,138928,95615,95386,319709
4417,2008-01-04,162665,7814,10642,10642,138897,96630,96630,320018
4418,2008-01-03,162455,7812,10642,10642,139063,96602,96602,319972
4419,2008-01-02,162515,7809,10642,10642,138779,96777,96777,319745
4420,2007-12-31,163435,7800,10639,10639,138687,95780,95780,320561
4421,2007-12-28,162635,7795,10639,10655,138595,95664,95648,319664
4422,2007-12-27,162815,7796,10639,11138,138585,95683,95183,319835
4423,2007-12-24,164175,7793,10791,10791,138644,96056,96056,321403
4424,2007-12-21,161375,7786,10749,10749,138836,96827,96827,318746
4425,2007-12-20,159925,7782,10730,10730,139074,97151,97151,317511
4426,2007-12-19,159195,7782,10693,10693,138976,97249,97249,316646
4427,2007-12-18,158585,7780,10700,10700,138996,95854,95854,316061
4428,2007-12-17,158755,7771,10659,10659,139116,96165,96165,316301
4429,2007-12-14,158665,7762,10670,10670,139229,95659,95659,316326
4430,2007-12-13,158055,7760,10670,10670,139371,95596,95596,315856
4431,2007-12-12,157435,7759,10640,10640,139344,95757,95757,315178
4432,2007-12-11,157545,7760,10729,10729,139286,95856,95856,315320
4433,2007-12-10,158065,7758,10729,10729,139723,96029,96029,316275
4434,2007-12-07,158635,7751,10682,10682,139971,95944,95944,317039
4435,2007-12-06,157995,7747,10645,10645,140114,95941,95941,316501
4436,2007-12-05,157275,7747,10613,10613,140117,95970,95970,315752
4437,2007-12-04,157325,7744,10686,10706,139865,96069,96049,315620
4438,2007-12-03,157635,7734,10675,10675,139706,96108,96108,315750
4439,2007-11-30,157245,7730,10652,10652,139688,97119,97119,315315
4440,2007-11-29,156175,7731,10639,10644,139475,96000,95994,314020
4441,2007-11-28,155215,7732,10639,11240,139414,96266,95662,313000
4442,2007-11-27,154895,7736,10699,10699,139411,97513,97513,312741
4443,2007-11-26,155185,7736,10686,10686,139162,96390,96390,312769
4444,2007-11-23,155645,7733,10626,10780,139191,96087,95931,313195
4445,2007-11-22,155425,7732,10626,10626,139071,96266,96266,312854
4446,2007-11-21,155135,7731,10614,10614,138816,96210,96210,312296
4447,2007-11-20,155085,7730,10710,10710,138761,97216,97216,312286
4448,2007-11-19,155675,7723,10710,10710,138686,96085,96085,312794
4449,2007-11-16,156055,7717,10686,10691,138592,97425,97420,313050
4450,2007-11-15,156025,7717,10686,10686,138568,97158,97158,312996
4451,2007-11-14,155815,7716,10637,10637,138684,96768,96768,312852
4452,2007-11-13,156055,7717,10614,10614,138943,96431,96431,313329
4453,2007-11-12,156705,7716,10614,10614,138940,96534,96534,313975
4454,2007-11-09,157125,7711,10614,10614,138908,96591,96591,314358
4455,2007-11-08,156645,7712,10614,10614,138817,95810,95810,313788
4456,2007-11-07,156435,7714,10614,10614,138686,97243,97243,313449
4457,2007-11-06,157075,7713,10619,10639,138546,97597,97577,313953
4458,2007-11-05,157155,7712,10619,10801,138424,96557,96375,313910
4459,2007-11-02,157165,7709,10619,10619,138100,96587,96587,313593
4460,2007-11-01,156325,7711,2792,2792,137677,96703,96703,304505
4461,2007-10-31,155645,7711,2792,2792,137635,96747,96747,303783
4462,2007-10-30,155285,7711,2852,2857,137379,97542,97537,303227
4463,2007-10-29,155175,7712,2077,2109,137420,96630,96597,302384
4464,2007-10-26,154905,7708,2032,2032,137286,96777,96777,301931
4465,2007-10-25,154555,7709,2032,2032,137217,96753,96753,301513
4466,2007-10-24,154355,7712,1257,1257,137008,97758,97758,300332
4467,2007-10-23,154845,7714,1288,1288,136894,96468,96468,300741
4468,2007-10-22,155935,7709,1288,1293,136956,96556,96551,301888
4469,2007-10-18,157525,7707,1288,4055,136562,96509,93734,303082
4470,2007-10-17,156285,7704,1288,1288,136184,96297,96297,301461
4471,2007-10-16,155645,7704,1270,1270,136048,98304,98304,300667
4472,2007-10-15,156215,7703,1270,1506,136031,97338,97102,301219
4473,2007-10-12,156735,7699,1270,1270,136046,97609,97609,301750
4474,2007-10-11,156575,7700,1270,1270,136043,97294,97294,301588
4475,2007-10-10,156375,7699,1270,1270,136068,98290,98290,301412
4476,2007-10-09,156585,7696,1250,1250,136080,97394,97394,301611
4477,2007-10-08,157005,7695,1250,2495,135991,97267,95939,301941
4478,2007-10-05,157425,7690,1250,1517,135983,97319,97051,302348
4479,2007-10-04,156875,7689,1250,1250,135880,97335,97335,301694
4480,2007-10-03,156945,7690,1250,1486,135886,97359,97118,301771
4481,2007-10-02,157595,7689,1366,1366,135775,97425,97425,302425
4482,2007-09-28,157365,7689,1366,1982,135712,97756,97137,302132
4483,2007-09-27,156215,7690,1366,1366,135585,97881,97881,300856
4484,2007-09-25,155865,7693,1451,1500,135484,97531,97482,300493
4485,2007-09-24,154945,7685,1422,1669,135459,97600,97352,299511
4486,2007-09-21,154425,7684,1399,1417,135500,98586,98568,299008
4487,2007-09-20,153915,7683,1367,1457,135675,98776,98686,298640
4488,2007-09-19,153605,7683,1329,1329,135783,98499,98499,298400
4489,2007-09-18,153835,7683,1332,1332,135559,98381,98381,298409
4490,2007-09-17,154185,7683,1312,1434,135603,98411,98279,298783
4491,2007-09-14,154595,7680,1285,1285,135546,98029,98029,299106
4492,2007-09-13,154435,7680,1285,1285,135593,98046,98046,298993
4493,2007-09-12,154055,7677,1285,1285,135483,99200,99200,298500
4494,2007-09-11,154275,7677,1256,1256,135492,98373,98373,298700
4495,2007-09-10,154775,7672,1256,1362,135458,98638,98531,299161
4496,2007-09-07,155125,7670,1255,1280,135153,98725,98699,299203
4497,2007-09-06,154405,7670,1255,1357,135112,98671,98569,298442
4498,2007-09-05,154195,7669,1255,1255,135030,99570,99570,298149
4499,2007-09-04,154515,7669,1286,1286,135019,99683,99683,298489
4500,2007-09-03,154895,7670,1287,1417,134963,99651,99520,298815
4501,2007-08-31,154475,7668,1287,1287,134867,99256,99256,298297
4502,2007-08-30,153475,7669,1287,1288,134935,99415,99414,297366
4503,2007-08-29,152555,7672,1287,1287,134977,98651,98651,296491
4504,2007-08-28,152155,7673,1384,1743,134803,99794,99427,296015
4505,2007-08-27,152375,7670,1371,1557,134817,100126,99940,296233
4506,2007-08-24,152635,7669,1327,1328,134831,99224,99223,296462
4507,2007-08-23,152205,7669,1317,1320,134794,99238,99236,295985
4508,2007-08-22,151965,7667,1317,1396,134915,100024,99944,295864
4509,2007-08-21,152375,7668,1344,1505,134936,100130,99967,296323
4510,2007-08-20,153055,7667,1344,1344,134816,99206,99206,296882
4511,2007-08-17,153625,7667,1333,2019,134727,100065,99378,297352
4512,2007-08-16,153235,7668,1333,1741,134629,99148,98726,296865
4513,2007-08-15,153105,7665,1333,1358,134557,99230,99203,296660
4514,2007-08-14,153305,7666,1322,1339,134549,98908,98891,296842
4515,2007-08-13,154215,7660,1273,1779,134570,98889,98380,297718
4516,2007-08-10,155515,7661,1250,1280,134592,99001,98971,299018
4517,2007-08-09,154265,7661,1250,1288,134520,99107,99068,297696
4518,2007-08-08,153945,7663,1250,1250,134525,99259,99259,297383
4519,2007-08-07,154295,7661,1275,1275,134572,99325,99325,297803
4520,2007-08-06,154875,7660,1275,1275,134565,99361,99361,298375
4521,2007-08-03,155165,7662,1275,1395,134433,100333,100213,298535
4522,2007-08-02,154685,7666,1275,1275,134417,99260,99260,298043
4523,2007-08-01,154195,7667,1275,1420,134481,100712,100565,297618
4524,2007-07-31,153675,7669,1344,1344,134317,100543,100543,297005
4525,2007-07-30,153615,7674,1344,1344,134369,99505,99505,297002
4526,2007-07-27,153165,7675,1292,1292,134349,99240,99240,296481
4527,2007-07-26,152485,7679,1292,1292,134125,99314,99314,295581
4528,2007-07-25,151975,7681,1292,1292,134016,99316,99316,294964
4529,2007-07-24,152145,7685,1297,1297,134042,99146,99146,295169
4530,2007-07-23,152615,7689,1297,1314,134017,99115,99097,295618
4531,2007-07-20,153105,7688,1297,1297,133854,99702,99702,295944
4532,2007-07-19,152735,7693,1268,1268,133842,98935,98935,295538
4533,2007-07-18,152495,7703,1268,1284,133853,99003,98987,295319
4534,2007-07-17,152975,7710,1249,1249,133916,99555,99555,295850
4535,2007-07-16,153525,7720,1249,1284,133866,99664,99628,296360
4536,2007-07-13,154065,7737,1249,1249,133759,98732,98732,296810
4537,2007-07-12,153685,7741,1249,1249,133772,98722,98722,296447
4538,2007-07-11,153465,7740,1249,1249,133822,98742,98742,296276
4539,2007-07-10,154005,7721,1276,1449,133678,98659,98485,296680
4540,2007-07-09,154665,7676,1276,3862,133584,98905,96269,297201
4541,2007-07-06,155065,7392,1276,1276,133577,99406,99406,297310
4542,2007-07-05,154435,7392,1276,1626,133607,98809,98457,296710
4543,2007-07-04,154445,7396,1276,1276,133618,98934,98934,296735
4544,2007-07-03,154895,7391,1305,1317,133615,99462,99450,297206
4545,2007-06-29,154415,7394,1305,1343,133485,100465,100427,296599
4546,2007-06-28,152665,7396,1305,1305,133451,99720,99720,294817
4547,2007-06-27,151665,7396,1305,1305,133490,99718,99718,293856
4548,2007-06-26,151685,7400,1503,1503,133292,99510,99510,293880
4549,2007-06-25,152325,7402,1503,1582,133280,99523,99443,294510
4550,2007-06-22,152575,7403,1470,1480,133155,99425,99414,294603
4551,2007-06-21,152585,7405,1461,1461,133163,99236,99236,294614
4552,2007-06-20,153015,7407,1443,1443,133253,99204,99204,295118
4553,2007-06-18,154215,7410,1454,1454,133109,99898,99898,296188
4554,2007-06-15,153295,7404,1293,1293,133127,99707,99707,295119
4555,2007-06-14,152805,7402,1293,1293,133134,99727,99727,294634
4556,2007-06-13,152205,7403,1293,1293,133046,99790,99790,293947
4557,2007-06-12,152805,7403,1442,1442,133026,100194,100194,294676
4558,2007-06-11,153425,7403,1419,1895,133079,99706,99222,295326
4559,2007-06-08,153985,7402,1401,1595,132879,99618,99424,295667
4560,2007-06-07,153715,7404,1374,1374,133065,99666,99666,295558
4561,2007-06-06,153555,7407,1337,1340,133012,99654,99652,295311
4562,2007-06-05,153865,7412,1374,1374,133044,99321,99321,295695
4563,2007-06-04,154315,7408,1352,1352,132984,100195,100195,296059
4564,2007-06-01,154065,7411,1320,1320,133055,99727,99727,295851
4565,2007-05-31,153015,7416,1320,1320,133199,100020,100020,294950
4566,2007-05-30,152525,7418,1320,1320,133064,100547,100547,294327
4567,2007-05-29,152355,7427,1371,1371,133188,99924,99924,294341
4568,2007-05-28,152675,7432,1371,1371,133234,99987,99987,294712
4569,2007-05-25,153165,7442,1314,1846,133367,100102,99568,295288
4570,2007-05-23,153385,7447,1277,1640,133581,99829,99457,295690
4571,2007-05-22,152825,7456,1317,1321,133607,99817,99814,295205
4572,2007-05-21,152905,7453,1305,1305,133584,99838,99838,295247
4573,2007-05-18,153285,7460,1305,1452,133557,99662,99515,295607
4574,2007-05-17,153155,7467,1305,1322,133638,100324,100307,295565
4575,2007-05-16,153125,7467,1291,1291,133641,99505,99505,295524
4576,2007-05-15,153575,7471,1349,1349,133613,99359,99359,296008
4577,2007-05-14,154425,7473,1301,1301,133682,98889,98889,296881
4578,2007-05-11,154755,7478,1275,1275,133559,98907,98907,297067
4579,2007-05-10,154545,7481,1275,1275,133493,99333,99333,296794
4580,2007-05-09,154245,7476,1275,1275,133528,99501,99501,296524
4581,2007-05-08,154445,7482,1298,1306,133462,99022,99014,296687
4582,2007-05-07,155055,7484,1298,1298,133413,98936,98936,297250
4583,2007-05-04,155415,7488,1298,1298,133319,98998,98998,297520
4584,2007-05-03,155115,7490,1298,1298,133340,99015,99015,297243
4585,2007-05-02,155345,7497,1298,1298,133390,100098,100098,297530
4586,2007-04-30,156305,7502,1332,1332,133294,99390,99390,298433
4587,2007-04-27,154515,7507,1265,1265,133294,99658,99658,296581
4588,2007-04-26,153265,7512,1265,1620,133410,99674,99317,295452
4589,2007-04-25,152425,7518,1265,1265,133490,99675,99675,294698
4590,2007-04-24,152535,7524,1243,1249,133498,99824,99818,294800
4591,2007-04-23,152945,7522,1243,1343,133370,99801,99701,295080
4592,2007-04-20,153585,7527,1243,1243,133329,99786,99786,295684
4593,2007-04-19,153355,7532,1243,1243,133348,99891,99891,295478
4594,2007-04-18,153545,7538,1243,1461,133232,99032,98814,295558
4595,2007-04-17,154245,7545,1269,1274,133145,99104,99099,296204
4596,2007-04-16,155205,7552,1269,1269,133123,99169,99169,297149
4597,2007-04-13,156365,7557,1269,1269,133155,99202,99202,298346
4598,2007-04-12,156325,7572,1269,1269,133163,99601,99601,298329
4599,2007-04-11,157235,7579,1269,2089,133247,99904,99073,299330
4600,2007-04-10,159125,7583,1295,1295,133232,99292,99292,301235
4601,2007-04-04,163155,7591,1295,1295,133226,99260,99260,305267
