,end_of_date,cert_of_indebt,gov_notes_coins_circulation,aggr_balance_bf_disc_win,aggr_balance_af_disc_win,outstanding_efbn,ow_lb_bf_disc_win,ow_lb_af_disc_win,mb_bf_disc_win_total
1551,2019-08-15,497395,12978,54280,54280,1071165,988368,988368,1635818
1552,2019-08-14,493475,12979,54280,54280,1071254,989270,989270,1631988
1553,2019-08-13,494715,12977,54375,54375,1071246,986645,986645,1633313
1554,2019-08-12,496855,12979,54375,54375,1071457,987009,987009,1635666
1555,2019-08-09,495285,12975,54375,54375,1071244,986966,986966,1633879
1556,2019-08-08,495205,12975,54375,54686,1071011,985954,985641,1633566
1557,2019-08-07,494965,12977,54375,54375,1070774,985944,985944,1633091
1558,2019-08-06,496005,12976,54243,54243,1070606,984721,984721,1633830
1559,2019-08-05,497275,12976,54243,54243,1070597,984107,984107,1635091
1560,2019-08-02,495605,12974,54243,54243,1070516,984262,984262,1633338
1561,2019-08-01,495895,12974,54243,54243,1070357,984223,984223,1633469
1562,2019-07-31,496395,12975,54243,54243,1070232,986372,986372,1633845
1563,2019-07-30,493515,12975,54411,54411,1069927,986246,986246,1630828
1564,2019-07-29,494315,12972,54411,54411,1069788,986125,986125,1631486
1565,2019-07-26,490595,12969,54411,54411,1069746,986250,986250,1627721
1566,2019-07-25,489735,12970,54411,54411,1069713,988500,988500,1626829
1567,2019-07-24,489855,12971,54411,54411,1069603,987740,987740,1626840
1568,2019-07-23,490745,12972,54388,54388,1069612,983661,983661,1627717
1569,2019-07-22,492905,12976,54388,54388,1069701,983592,983592,1629970
1570,2019-07-19,491885,12973,54388,54388,1069651,981466,981466,1628897
1571,2019-07-18,493315,12975,54388,54388,1069652,982534,982534,1630330
1572,2019-07-17,495125,12974,54388,54487,1069591,982883,982783,1632078
1573,2019-07-16,496965,12973,54543,54543,1069438,981796,981796,1633919
1574,2019-07-15,499495,12975,54543,54543,1069487,978608,978608,1636500
1575,2019-07-12,497395,12973,54543,54543,1069101,978317,978317,1634012
1576,2019-07-11,494045,12973,54543,54543,1068832,979119,979119,1630393
1577,2019-07-10,492385,12978,54543,54543,1068496,980159,980159,1628402
1578,2019-07-09,492915,12977,54385,54385,1068416,977415,977415,1628693
1579,2019-07-08,494965,12978,54385,54385,1068246,977266,977266,1630574
1580,2019-07-05,492685,12977,54385,54385,1067858,976896,976896,1627905
1581,2019-07-04,492505,12978,54385,54385,1067632,976688,976688,1627500
1582,2019-07-03,493975,12977,54385,54385,1067896,977599,977599,1629233
1583,2019-07-02,496585,12979,54268,54268,1067941,974649,974649,1631773
1584,2019-06-28,491605,12977,54268,55697,1066335,973975,972541,1625185
1585,2019-06-27,490075,12974,54268,54268,1067962,974833,974833,1625279
1586,2019-06-26,489715,12975,54268,54548,1067834,976559,976280,1624792
1587,2019-06-25,490715,12977,54303,54303,1067564,974529,974529,1625559
1588,2019-06-24,492265,12977,54303,54303,1067765,975101,975101,1627310
1589,2019-06-21,490455,12975,54288,54288,1067580,973555,973555,1625298
1590,2019-06-20,490215,12976,54279,54279,1067647,973979,973979,1625117
1591,2019-06-19,490995,12976,54272,54272,1067520,974829,974829,1625763
1592,2019-06-18,492515,12977,54303,54303,1067444,973356,973356,1627239
1593,2019-06-17,494705,12979,54303,54303,1067397,973555,973555,1629384
1594,2019-06-14,492575,12979,54303,54303,1067097,973508,973508,1626954
1595,2019-06-13,492885,12980,54303,54303,1067014,973352,973352,1627182
1596,2019-06-12,492185,12982,54303,54444,1067028,974494,974353,1626498
1597,2019-06-11,493285,12979,54357,54377,1067076,975372,975351,1627697
1598,2019-06-10,495045,12980,54357,54357,1067233,975002,975002,1629615
1599,2019-06-06,494545,12982,54338,54338,1067106,974545,974545,1628971
1600,2019-06-05,491615,12981,54331,54331,1067055,975590,975590,1625982
1601,2019-06-04,492575,12984,54309,54315,1067003,971895,971889,1626871
1602,2019-06-03,493605,12982,54307,54307,1067033,974221,974221,1627927
1603,2019-05-31,490265,12981,54295,54295,1066726,975615,975615,1624267
1604,2019-05-30,489075,12984,54295,54295,1066611,976517,976517,1622965
1605,2019-05-29,488685,12985,54295,54295,1066672,976092,976092,1622637
1606,2019-05-28,489455,12986,54351,54351,1066423,971699,971699,1623215
1607,2019-05-27,490455,12988,54353,54353,1066486,971448,971448,1624282
1608,2019-05-24,488185,12988,54362,54362,1066405,971514,971514,1621940
1609,2019-05-23,489055,12989,54365,54365,1066381,970946,970946,1622790
1610,2019-05-22,489365,12991,54365,55657,1066406,971948,970642,1623127
1611,2019-05-21,490785,12990,54364,54364,1066375,966916,966916,1624514
1612,2019-05-20,492165,12994,54341,54341,1066391,966922,966922,1625891
1613,2019-05-17,491085,12994,54342,54719,1066386,967290,966913,1624807
1614,2019-05-16,492055,12995,54342,54342,1066277,967431,967431,1625669
1615,2019-05-15,494455,12995,54342,54342,1066154,968099,968099,1627946
1616,2019-05-14,496475,12995,54287,54287,1066188,964983,964983,1629945
1617,2019-05-10,493885,12993,54287,54287,1065946,966811,966811,1627111
1618,2019-05-09,494205,12995,54287,54287,1065902,965998,965998,1627389
1619,2019-05-08,494385,12993,54287,54426,1065863,966129,965984,1627528
1620,2019-05-07,496555,12995,54240,54240,1065718,966157,966157,1629508
1621,2019-05-06,498385,12997,54240,54240,1065400,966049,966049,1631022
1622,2019-05-03,496585,12997,54240,54240,1064938,968160,968160,1628760
1623,2019-05-02,497175,12999,54240,54240,1064861,969250,969250,1629275
1624,2019-04-30,498485,12999,54441,54441,1064531,972115,972115,1630456
1625,2019-04-29,496425,12999,54441,54561,1064497,975315,973195,1628362
1626,2019-04-26,492905,13001,54441,54640,1064317,975146,974945,1624664
1627,2019-04-25,493285,12998,54441,54441,1064270,976010,976010,1624994
1628,2019-04-24,495715,13004,54441,54441,1064199,977411,977411,1627359
1629,2019-04-23,497505,13004,54470,54926,1064191,975920,975463,1629170
1630,2019-04-18,502125,13006,54470,54470,1064122,977532,977532,1633723
1631,2019-04-17,492775,13007,54470,54470,1063962,979732,979732,1624214
1632,2019-04-16,492485,13010,54337,54337,1063814,978966,978966,1623646
1633,2019-04-15,493915,13009,54337,54726,1063807,978976,978586,1625068
1634,2019-04-12,491935,13010,54337,54337,1063957,979067,979067,1623239
1635,2019-04-11,491495,13016,54337,54337,1063804,980797,980797,1622652
1636,2019-04-10,492215,13015,54337,54337,1063432,982444,982444,1622999
1637,2019-04-09,494465,13019,54258,54258,1063931,976266,976266,1625673
1638,2019-04-08,497045,13023,54258,54258,1064339,977777,977777,1628665
1639,2019-04-04,497225,13027,54258,54748,1064207,977234,976744,1628717
1640,2019-04-03,494095,13029,54258,54258,1064236,978064,978064,1625618
1641,2019-04-02,494705,13031,54211,54211,1064382,975534,975534,1626329
1642,2019-04-01,496375,13034,59180,59180,1064562,975650,975650,1633151
1643,2019-03-29,492935,13039,64753,64753,1064608,977567,977567,1635335
1644,2019-03-28,491625,13041,64746,64746,1064529,978672,978672,1633941
1645,2019-03-27,491035,13045,64746,64746,1064416,978698,978698,1633242
1646,2019-03-26,491265,13053,64761,64761,1064150,978186,978186,1633229
1647,2019-03-25,492825,13053,64761,64761,1063832,978591,978591,1634471
1648,2019-03-22,490815,13058,64752,64752,1063552,976804,976804,1632177
1649,2019-03-21,491065,13064,68293,68293,1063588,977288,977288,1636010
1650,2019-03-20,491545,13064,68898,68898,1063517,978895,978895,1637024
1651,2019-03-19,492435,13074,70913,70925,1063656,978214,978202,1640078
1652,2019-03-18,494335,13072,70912,70917,1063722,978203,978198,1642041
1653,2019-03-15,493375,13078,70912,71449,1063547,977420,976882,1640912
1654,2019-03-14,493135,13081,70912,70912,1063449,978047,978047,1640577
1655,2019-03-13,493385,13093,74837,74837,1063429,978147,978147,1644744
1656,2019-03-12,494245,13094,74802,74802,1063488,977485,977485,1645629
1657,2019-03-11,496275,13101,76310,76310,1063459,977568,977568,1649145
1658,2019-03-08,495235,13119,76312,76312,1063502,977730,977730,1648168
1659,2019-03-07,494695,13120,76314,76648,1063494,978468,978134,1647623
1660,2019-03-06,495005,13120,76314,76314,1063434,978084,978084,1647873
1661,2019-03-05,495845,13126,76327,76327,1063361,978496,978496,1648659
1662,2019-03-04,496975,13133,76326,76326,1063416,979223,979223,1649850
1663,2019-03-01,494625,13144,76328,76328,1063398,979018,979018,1647495
1664,2019-02-28,493925,13176,76314,76314,1063539,978995,978995,1646954
1665,2019-02-27,493395,13176,76308,76308,1063510,979171,979171,1646389
1666,2019-02-26,494095,13207,76414,76414,1063491,978198,978198,1647207
1667,2019-02-25,495665,13207,76409,76429,1063492,977990,977970,1648773
1668,2019-02-22,494375,13218,76390,76390,1063380,978214,978214,1647363
1669,2019-02-21,495395,13227,76380,76380,1063382,979713,979713,1648384
1670,2019-02-20,496525,13235,76375,76375,1063377,981058,981058,1649512
1671,2019-02-19,498785,13244,76276,76276,1063407,979585,979585,1651712
1672,2019-02-18,501255,13266,76276,76276,1063349,979597,979597,1654146
1673,2019-02-15,500755,13277,76276,76276,1063256,979677,979677,1653564
1674,2019-02-14,502475,13277,76276,76276,1063192,980354,980354,1655220
1675,2019-02-13,504235,13283,76276,76276,1063116,979851,979851,1656910
1676,2019-02-12,506915,13312,76260,76260,1063047,980055,980055,1659534
1677,2019-02-11,510485,13305,76260,76260,1063121,982123,982123,1663171
1678,2019-02-08,513845,13326,76260,76266,1063074,980904,980898,1666505
1679,2019-02-04,518445,13324,76242,76242,1062823,977547,977547,1670834
1680,2019-02-01,505885,13322,76242,76242,1062819,978326,978326,1658268
1681,2019-01-31,503745,13338,76242,76242,1062784,978247,978247,1656109
1682,2019-01-30,502355,13339,76242,76242,1062486,983198,983198,1654422
1683,2019-01-29,502425,13339,76474,76474,1062243,983633,983633,1654481
1684,2019-01-28,502635,13340,76474,76474,1062140,983152,983152,1654589
1685,2019-01-25,497845,13339,76474,76474,1061975,983803,983803,1649633
1686,2019-01-24,495345,13332,76474,76474,1061927,985116,985116,1647078
1687,2019-01-23,493175,13314,76474,76474,1061755,986479,986479,1644718
1688,2019-01-22,490135,13293,76405,76405,1060870,985274,985274,1640703
1689,2019-01-21,490035,13280,76405,76405,1060784,985215,985215,1640504
1690,2019-01-18,484555,13260,76405,76405,1060766,985036,985036,1634986
1691,2019-01-17,483045,13241,76405,76405,1060804,984977,984977,1633495
1692,2019-01-16,481635,13227,76405,76405,1060744,984951,984951,1632011
1693,2019-01-15,481505,13202,76463,76463,1061400,984661,984661,1632570
1694,2019-01-14,482165,13196,76463,77119,1061351,984772,984116,1633175
1695,2019-01-11,479135,13178,76463,76463,1061227,984296,984296,1630003
1696,2019-01-10,477765,13157,76463,76463,1061044,984852,984852,1628429
1697,2019-01-09,477165,13141,76463,76463,1060891,985234,985234,1627660
1698,2019-01-08,477275,13132,76509,76509,1060659,984422,984422,1627575
1699,2019-01-07,478445,13117,76509,76509,1060335,983986,983986,1628406
1700,2019-01-04,477115,13022,76509,76509,1060136,983854,983854,1626782
1701,2019-01-03,477925,12925,76509,76509,1060053,984660,984660,1627412
1702,2019-01-02,480555,12844,76509,76509,1060030,984626,984626,1629938
1703,2018-12-31,483845,12845,76398,78584,1059784,980744,978551,1632872
1704,2018-12-28,479585,12840,76398,76526,1059316,981523,981395,1628139
1705,2018-12-27,481995,12833,76398,76398,1059168,983789,983789,1630394
1706,2018-12-24,485525,12831,76396,76396,1058883,984101,984101,1633635
1707,2018-12-21,475215,12817,76383,76383,1059076,983308,983308,1623491
1708,2018-12-20,473595,12807,76374,77055,1059128,984754,984073,1621904
1709,2018-12-19,472185,12801,76366,76366,1058862,987047,987047,1620214
1710,2018-12-18,472775,12792,76348,76348,1058859,982708,982708,1620774
1711,2018-12-17,474995,12790,76348,76348,1058789,982698,982698,1622922
1712,2018-12-14,473265,12787,76348,76348,1058656,983862,983862,1621056
1713,2018-12-13,473455,12779,76348,76348,1058595,983783,983783,1621177
1714,2018-12-12,473545,12777,76348,76348,1058595,983306,983306,1621265
1715,2018-12-11,473525,12780,76480,76480,1058513,982574,982574,1621298
1716,2018-12-10,475175,12776,76480,76480,1058493,982648,982648,1622924
1717,2018-12-07,472815,12773,76452,76458,1058356,982235,982229,1620396
1718,2018-12-06,472565,12771,76452,76452,1058165,983780,983780,1619953
1719,2018-12-05,472035,12773,76445,76445,1058002,983388,983388,1619255
1720,2018-12-04,472085,12771,76517,76517,1057931,981203,981203,1619304
1721,2018-12-03,473615,12771,76514,76973,1057883,981485,981025,1620783
1722,2018-11-30,469815,12767,76501,76501,1057794,981373,981373,1616877
1723,2018-11-29,468655,12766,76501,76745,1057741,982320,982075,1615663
1724,2018-11-28,468035,12767,76501,76501,1057761,983312,983312,1615064
1725,2018-11-27,468395,12768,76422,76422,1057749,982137,982137,1615334
1726,2018-11-26,469425,12768,76426,76426,1057783,981925,981925,1616402
1727,2018-11-23,467445,12769,76431,76431,1057683,982110,982110,1614328
1728,2018-11-22,467005,12768,76431,76431,1057738,982317,982317,1613942
1729,2018-11-21,467245,12770,76428,76428,1057769,982313,982313,1614212
1730,2018-11-20,468645,12771,76371,76371,1057807,981255,981255,1615594
1731,2018-11-19,470595,12770,76372,76377,1057875,981446,981440,1617612
1732,2018-11-16,468585,12769,76372,76372,1057715,979919,979919,1615441
1733,2018-11-15,469085,12767,76372,76372,1057688,981757,981757,1615912
1734,2018-11-14,469315,12767,76372,76372,1057588,981482,981482,1616042
1735,2018-11-13,469775,12768,76360,76442,1057477,974549,974467,1616380
1736,2018-11-12,471945,12766,76360,76360,1057424,974566,974566,1618495
1737,2018-11-09,470405,12762,76360,76360,1057335,974489,974489,1616862
1738,2018-11-08,470025,12759,76360,76360,1057317,976203,976203,1616461
1739,2018-11-07,470275,12762,76360,76360,1057295,976634,976634,1616692
1740,2018-11-06,471115,12762,76405,76405,1057244,972224,972224,1617526
1741,2018-11-05,473065,12762,76405,76811,1057047,971582,971175,1619279
1742,2018-11-02,470325,12752,76405,76405,1056925,971384,971384,1616407
1743,2018-11-01,469675,12752,76405,76405,1056846,974683,974683,1615678
1744,2018-10-31,468845,12751,76405,76405,1056741,973202,973202,1614742
1745,2018-10-30,468655,12750,76462,76462,1056561,972817,972817,1614428
1746,2018-10-29,469175,12750,76462,76462,1056466,977336,977336,1614853
1747,2018-10-26,466295,12747,76462,76462,1056258,977581,977581,1611762
1748,2018-10-25,465695,12749,76462,76462,1056175,979001,979001,1611081
1749,2018-10-24,465435,12748,76462,76462,1056091,978696,978696,1610736
1750,2018-10-23,466445,12750,76468,76468,1056014,978344,978344,1611677
1751,2018-10-22,468295,12750,76468,76468,1055974,978553,978553,1613487
1752,2018-10-19,467655,12748,76468,76468,1055910,979397,979397,1612781
1753,2018-10-18,468555,12747,76468,76468,1055840,979289,979289,1613610
1754,2018-10-16,470695,12746,76501,76501,1055610,976939,976939,1615552
1755,2018-10-15,470575,12745,76501,76501,1055463,976836,976836,1615284
1756,2018-10-12,468395,12742,76501,76501,1055280,977784,977784,1612918
1757,2018-10-11,468195,12743,76501,76501,1055220,977844,977844,1612659
1758,2018-10-10,468705,12744,76501,76501,1055088,977847,977847,1613038
1759,2018-10-09,469905,12746,76576,76576,1054762,977103,977103,1613989
1760,2018-10-08,472195,12746,76576,76576,1054621,975773,975773,1616138
1761,2018-10-05,470035,12745,76576,76576,1054549,976189,976189,1613905
1762,2018-10-04,470375,12743,76576,80116,1054545,976130,972589,1614239
1763,2018-10-03,471535,12743,76576,76576,1054609,976923,976923,1615463
1764,2018-10-02,473795,12743,76402,76402,1054594,971766,971766,1617534
1765,2018-09-28,468905,12737,76394,96453,1054130,974856,954788,1612166
1766,2018-09-27,468125,12735,76394,76731,1053873,976936,976599,1611127
1767,2018-09-26,468855,12735,76394,76394,1053881,977966,977966,1611865
1768,2018-09-24,470765,12735,76354,76354,1053707,973539,973539,1613561
1769,2018-09-21,467095,12732,76348,76348,1054172,977831,977831,1610347
1770,2018-09-20,467245,12727,76349,76349,1054231,981732,981732,1610552
1771,2018-09-19,467965,12726,76350,76350,1054198,982114,982114,1611239
1772,2018-09-18,469295,12727,76373,76373,1054122,979722,979722,1612517
1773,2018-09-17,469685,12723,76373,76373,1054171,979721,979721,1612952
1774,2018-09-14,467225,12720,76373,76373,1054076,979802,979802,1610394
1775,2018-09-13,466815,12720,76373,76381,1054027,979920,979912,1609935
1776,2018-09-12,467325,12720,76373,76373,1054149,981565,981565,1610567
1777,2018-09-11,469045,12718,76446,76446,1054086,977982,977982,1612295
1778,2018-09-10,470675,12717,76446,76446,1054071,978936,978936,1613909
1779,2018-09-07,468725,12713,76453,76453,1054022,978408,978408,1611913
1780,2018-09-06,468675,12711,76453,76453,1053995,978482,978482,1611834
1781,2018-09-05,468235,12712,76455,76455,1053893,978398,978398,1611295
1782,2018-09-04,469185,12712,76347,76347,1053859,976353,976353,1612103
1783,2018-09-03,470685,12710,76347,76347,1053874,976665,976665,1613616
1784,2018-08-31,468095,12707,76350,76350,1053892,976834,976834,1611044
1785,2018-08-30,467215,12707,76350,76350,1053823,977968,977968,1610095
1786,2018-08-29,466035,12706,84200,84363,1053860,978466,978301,1616801
1787,2018-08-28,466285,12707,91030,91030,1053804,976498,976498,1623826
1788,2018-08-27,467735,12707,91025,91025,1053889,977060,977060,1625356
1789,2018-08-24,465595,12703,92764,92764,1053839,976866,976866,1624901
1790,2018-08-23,465215,12705,92754,92754,1053869,977187,977187,1624543
1791,2018-08-22,465025,12706,92754,92754,1053795,977791,977791,1624280
1792,2018-08-21,466255,12706,92659,92659,1053862,978666,978666,1625482
1793,2018-08-20,467635,12705,92655,92655,1053818,978709,978709,1626813
1794,2018-08-17,466355,12702,92614,92614,1053803,979598,979598,1625474
1795,2018-08-16,467025,12703,107247,107247,1053774,979603,979603,1640749
1796,2018-08-15,467675,12705,109406,109406,1053831,979894,979894,1643617
1797,2018-08-14,469455,12706,109493,109493,1053929,977450,977450,1645583
